recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/chicken-recipes/southern-fried-chicken/,Southern fried chicken,4                                                                                                            ,2 hours 15 minutes plus brining & tenderising                                                    ,"Showing off                                                    
","['4 free-range chicken thighs , skin on, bone in', '4 free-range chicken drumsticks', '200 ml buttermilk', '4 sweet potatoes', '200 g plain flour', '1 level teaspoon baking powder', '1 level teaspoon cayenne pepper', '1 level teaspoon hot smoked paprika', '1 level teaspoon onion powder', '1 level teaspoon garlic powder', '2 litres groundnut oil', 'BRINE', '1 tablespoon black peppercorns', '25 g sea salt', '100 g brown sugar', '4 sprigs of fresh thyme', '4 fresh bay leaves', '4 cloves of garlic', 'PICKLE', '1 teaspoon fennel seeds', '100 ml red wine vinegar', '1 heaped tablespoon golden caster sugar', '½ red cabbage , (500g)']","{'Calories': '523', 'Fat': '13.9g', 'Saturates': '3.4g', 'Sugars': '23.6g', 'Salt': '3.3g', 'Protein': '27.0g', 'Carbs': '76.1g', 'Fibre': '9.1g'}",chicken thigh chicken drumstick buttermilk potato flour paprika onion garlic brine sugar sprig garlic pickle wine golden caster sugar cabbage
https://www.jamieoliver.com/recipes/lamb-recipes/quick-lamb-kebabs/,Quick lamb kebabs,8                                                    ,20 minutes                                                    ,"Super easy                                                    
","['2 cloves of garlic', '1 teaspoon dried oregano', 'olive oil', '4 lamb steaks (750g in total)', '2 red peppers', '8 fresh bay leaves', '2 lemons', 'a few sprigs of fresh flat-leaf parsley']","{'Calories': '202', 'Fat': '15.7g', 'Saturates': '5.2g', 'Sugars': '2.6g', 'Salt': '0.4g', 'Protein': '18.5g', 'Carbs': '3.5g', 'Fibre': '0.7g'}",garlic oregano lamb steak lemon sprig
https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-arrosto-misto/,Veggie arrosto misto,8 to 10                                                                                                            ,1 hour 20 minutes                                                    ,"Not too tricky                                                    
","['olive oil', '1 handful of celery leaves', 'fresh truffle or truffle oil , (optional)', 'mostarda di Cremona , to serve (optional, see tip)', 'BEETROOTS', '5–6 beetroots', '4 cloves of garlic', '3 sprigs of fresh thyme', '1 large splash of balsamic vinegar', 'SQUASH', '1 acorn squash , (see tip)', '1 level teaspoon coriander seeds', '1 dried red chilli', '5 cloves of garlic', '3 sprigs of fresh rosemary', '½ a cinnamon stick', 'CARROTS & PARSNIPS', '5 small carrots', '4 parsnips', '3 sprigs of fresh thyme', '2 clementines', 'CELERIAC', '1 celeriac', '1 teaspoon fennel seeds', '4 fresh sage leaves', 'RED ONIONS', '4 small red onions', '3 sprigs of fresh thyme', '1 splash of balsamic vinegar', 'TURNIPS', '200 g baby turnips', '4 bay leaves', '1 whole nutmeg , for grating', 'HORSERADISH CRÈME FRAÎCHE', '60 g fresh horseradish', '250 ml half-fat crème fraîche', 'extra virgin olive oil', '½ a lemon', 'WILD MUSHROOM SAUCE', '400 g mixed wild mushrooms', '2 cloves of garlic', '3 sprigs of fresh thyme', '25 g unsalted butter', '½ a lemon', '300 ml single cream', 'CHEESY POLENTA', '375 g quick-cook polenta', '60 g unsalted butter', '80 g Parmesan cheese', '100 g Stilton or Taleggio cheese']","{'Calories': '726', 'Fat': '40.1g', 'Saturates': '19.4g', 'Sugars': '20.5g', 'Protein': '18g', 'Carbs': '74.8g'}",celery truffle truffle mostarda di cremona see beetroot beetroot garlic sprig squash acorn squash garlic sprig carrot parsnip carrot parsnip sprig clementine celeriac celeriac onion onion sprig turnip turnip horseradish creme fraiche horseradish creme fraiche lemon mushroom mushroom garlic sprig butter lemon single cream cheesy polenta quick cook polenta butter parmesan cheese stilton taleggio cheese
https://www.jamieoliver.com/recipes/goose-recipes/spiced-roast-goose/,Spiced roast goose,8                                                                                                            ,3 hours 45 minutes                                                    ,"Not too tricky                                                    
","['1 x 4 kg whole goose , (ask your butcher for the giblets, too)', 'olive oil', '1 clementine', '½ a bunch of fresh rosemary , (15g)', '2 onions', '3 carrots', '3 sticks of celery', '1 handful of fresh bay leaves', '1 lug of port', '2 heaped tablespoons plain flour', '1 litre organic chicken stock', '1 pomegranate', 'SPICE MIX', '90 g star anise', '90 g fennel seeds', '75 g coriander seeds', '30 g Sichuan pepper', '15 g cloves', '60 g cinnamon sticks', '1 large pinch of saffron', '90 g soft brown sugar', '60 g sea salt', '30 g whole black peppercorns']","{'Calories': '836', 'Fat': '54.2g', 'Saturates': '16.7g', 'Sugars': '8.2g', 'Protein': '73.9g', 'Carbs': '14g'}",goose butcher clementine onion carrot celery lug port flour chicken stock pomegranate star sichuan saffron sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/whole-roasted-cauliflower/,Whole roasted cauliflower,4                                                                                                            ,1 hour 15 minutes                                                    ,"Not too tricky                                                    
","['4 cloves of garlic', '1 teaspoon smoked paprika', '½ a bunch of fresh thyme , (15g)', 'olive oil', '1 lemon', '1 large cauliflower , with outer leaves (1kg)', '4 tablespoons dry sherry', '1 x 400 g tin of quality plum tomatoes', '40 g flaked almonds', '½ a bunch of fresh flat-leaf parsley , (15g)', 'extra virgin olive oil']","{'Calories': '205', 'Fat': '14.7g', 'Saturates': '1.8g', 'Sugars': '5.6g', 'Salt': '0.6g', 'Protein': '6.6g', 'Carbs': '8g', 'Fibre': '1.5g'}",garlic paprika lemon cauliflower outer plum tomato flaked almond
https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-veggie-pasties/,Gluten-free veggie pasties,12                                                                                                            ,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['1 large leek', '1 knob of unsalted butter', '5 sprigs of fresh thyme', '4 sprigs of fresh flat-leaf parsley', '400 g leftover vegetables , such as potatoes, carrots, turnips, Brussels sprouts', '1 tablespoon English mustard', 'sea salt', 'freshly ground black pepper', '60 g mature Cheddar cheese', '1 large free-range egg', 'GLUTEN-FREE SHORTCRUST PASTRY', '300 g gluten-free plain flour , plus extra for dusting (I used Doves Farm)', '1 tsp salt', '1 tsp xanthan gum', '50 g unsalted butter', '1 large free-range egg']","{'Calories': '216', 'Fat': '9.2g', 'Saturates': '4.5g', 'Sugars': '2.7g', 'Salt': '0.9g', 'Protein': '5.7g', 'Carbs': '27.8g', 'Fibre': '2.8g'}",leek butter sprig sprig vegetable brussels sprout mature cheddar cheese egg gluten shortcrust pastry gluten flour used dove tsp tsp xanthan gum butter egg
https://www.jamieoliver.com/recipes/cheese-recipes/gluten-free-spinach-ricotta-roulade/,Gluten-free spinach & ricotta roulade,6                                                                                                            ,1 hour 50 minutes                                                    ,"Not too tricky                                                    
","['1 kg butternut squash', 'olive oil', '1 pinch of chilli flakes', '2 cloves of garlic', '60 g whole blanched almonds', '1 teaspoon fennel seeds', '6 large free-range eggs', '80 g Parmesan cheese', '60 g gluten-free plain flour , (I used Doves Farm)', '1 whole nutmeg , for grating', '300 g baby spinach', ""100 g crumbly goat's cheese"", '150 g ricotta cheese', '1 lemon', '1 fresh red chilli']","{'Calories': '406', 'Fat': '24.6g', 'Saturates': '9.5g', 'Sugars': '9.5g', 'Salt': '1.8g', 'Protein': '23.9g', 'Carbs': '24.7g', 'Fibre': '3.9g'}",butternut squash garlic blanched almond egg parmesan cheese gluten flour used dove spinach crumbly cheese ricotta cheese lemon
https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-curried-veg-pie/,Gluten-free curried veg pie,6                                                                                                            ,1 hour 20 minutes                                                    ,"Not too tricky                                                    
","['2 onions', 'olive oil', '1½ tablespoons rogan josh paste', '1 teaspoon cumin seeds', '½ teaspoon dried chilli flakes', '2 cloves of garlic', '1 tablespoon tomato purée', '400 g frozen spinach', '200 ml organic vegetable stock', '600 g leftover vegetables , such as parsnips, carrots, potatoes', '100 g mature Cheddar cheese', '1 large free-range egg', 'Gluten-free shortcrust pastry', '250 g gluten-free plain flour , plus extra for dusting (I used Doves Farm)', '1 teaspoon xanthan gum', '50 g unsalted butter', '1 large free-range egg']","{'Calories': '452', 'Fat': '20.2g', 'Saturates': '8.8g', 'Sugars': '8.3g', 'Salt': '1.3g', 'Protein': '14.1g', 'Carbs': '54.3g', 'Fibre': '5.8g'}",onion rogan josh paste garlic tomato puree spinach vegetable stock vegetable potato mature cheddar cheese egg gluten shortcrust pastry gluten flour used dove xanthan gum butter egg
https://www.jamieoliver.com/recipes/vegetables-recipes/gorgeous-gado-gado/,Gorgeous gado-gado,4                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['For the salad:', '400 g new potatoes', '4 large free-range eggs', '400 g firm silken tofu', 'sesame oil', '½ Chinese cabbage', '2 ripe tomatoes', '1 handful of radishes', '½ cucumber', '2 handfuls beansprouts (ready to eat)', '½ bunch of fresh coriander', 'prawn crackers , optional', ""1 fresh bird's-eye chilli , optional"", 'For the sauce:', '1 clove of garlic', '50 g palm sugar', '120 g crunchy peanut butter', '1–2 fresh red chillies', '2 limes , juice of', '2 teaspoons fish sauce', '1 tablespoon low-salt soy sauce', '1 tablespoon tamarind paste']","{'Calories': '505', 'Fat': '27g', 'Saturates': '5.3g', 'Sugars': '19.8g', 'Salt': '1.28g', 'Protein': '27.4g', 'Carbs': '40.1g', 'Fibre': '3.6g'}",potato egg silken tofu sesame chinese cabbage tomato radish cucumber beansprouts prawn cracker eye garlic palm sugar crunchy peanut butter lime fish soy paste
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-fajitas-with-guacamole/,Chicken fajitas with guacamole,4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['400 g free-range chicken breast strips', 'olive oil', '1 tablespoon sweet smoked paprika', '2 medium red onions', '1 red pepper', '1 yellow pepper', '½ a bunch of fresh coriander , (15g)', '8 corn tortilla wraps', 'Guacamole:', '1 large handful of mixed colour cherry tomatoes', '1 fresh red chilli', 'a few sprigs of coriander', '2 ripe avocados', '1-2 limes', 'To Serve:', 'chunky tomato salsa', 'fat-free natural yoghurt']","{'Calories': '480', 'Fat': '15.6g', 'Saturates': '3.2g', 'Sugars': '7.7g', 'Protein': '32g', 'Carbs': '56.6g'}",chicken breast paprika onion tortilla wrap cherry tomato sprig avocado lime chunky tomato salsa yoghurt
https://www.jamieoliver.com/recipes/turkey-recipes/turkey-tonnato/,Turkey tonnato,8                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['4 fresh red chillies', '4 anchovies', '2 tablespoons small capers', '1 tablespoon red wine vinegar', '4 tablespoons extra virgin olive oil', '2 tablespoons quality tinned tuna, in oil', '2 heaped teaspoons Hellmann’s Real Mayonnaise', 'cayenne pepper', '1 lemon', 'sea salt', 'freshly ground black pepper', '800 g free-range cooked turkey breast , ask your butcher to slice it very finely for you', '60 g rocket']","{'Calories': '242', 'Fat': '11.7g', 'Saturates': '2.4g', 'Sugars': '0.4g', 'Salt': '0.6g', 'Protein': '33.3g', 'Carbs': '0.6g', 'Fibre': '0.2g'}",anchovy wine real mayonnaise lemon turkey breast butcher it very you
https://www.jamieoliver.com/recipes/vegetables-recipes/incredible-nut-roast/,Incredible nut roast,8                                                                                                            ,2 hours 10 minutes                                                    ,"Not too tricky                                                    
","['40 g unsalted butter , plus extra for greasing', '100 g quinoa', '150 g onion squash', '1 onion', '2 cloves of garlic', '2 sticks of celery', 'olive oil', '200 g tinned or vac-packed chestnuts', '2 sprigs of fresh rosemary', '½ teaspoon cayenne pepper', '1 pinch of sweet smoked paprika', '1 teaspoon dried oregano', '2 large field mushrooms', '1 lemon', '60 g fresh breadcrumbs', '80 g dried cranberries', '100 g dried apricots', '100 g mixed nuts , such as walnuts, cashews, hazelnuts and brazil nuts', '4 large free-range eggs', '40 g mature Cheddar cheese', 'SALSA ROSSA PICANTE', '2 fresh red chillies', '1 stick of cinnamon', '2 cloves of garlic', '1 small onion', '½ bunch of fresh thyme , (15g)', '2 x 400 g tins of quality plum tomatoes', '1 tablespoon balsamic vinegar']","{'Calories': '417', 'Fat': '21.8g', 'Saturates': '6.2g', 'Sugars': '21.9g', 'Salt': '0.9g', 'Protein': '13.7g', 'Carbs': '43.8g', 'Fibre': '4.5g'}",butter greasing quinoa onion squash onion garlic celery vac sprig paprika oregano field mushroom lemon cranberry apricot hazelnut brazil egg mature cheddar cheese salsa rossa picante garlic onion plum tomato
https://www.jamieoliver.com/recipes/fish-recipes/sicilian-style-tuna-carpaccio/,Sicilian-style tuna carpaccio,2                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['2 tablespoons capers', '4 tablespoons rosé wine', '1 long fresh red chilli', '1 x 200 g yellowfin tuna steak, sustainably sourced', '1 lemon', '½ a bunch of fresh basil', '½ a bunch of fresh dill', '1 small clove of garlic', 'extra virgin olive oil', 'rocket , to serve']","{'Calories': '303', 'Fat': '19.9g', 'Saturates': '3.4g', 'Sugars': '0.8g', 'Salt': '0.4g', 'Protein': '24.7g', 'Carbs': '1.6g', 'Fibre': '0.3g'}",rose wine yellowfin tuna sustainably sourced lemon basil garlic
https://www.jamieoliver.com/recipes/fish-recipes/asian-seared-tuna/,Asian seared tuna,2                                                                                                            ,20 minutes                                                    ,"Not too tricky                                                    
","['1 x 200 g thick yellowfin tuna steak, sustainably sourced', '3 tablespoons sesame seeds', 'olive oil', 'sesame oil', '2 cloves of garlic', '2cm piece of fresh ginger', '1 tablespoon low-salt soy sauce', '½ lemon', '3 sprigs of fresh coriander', '1 spring onion', '1 fresh red chilli']","{'Calories': '317', 'Fat': '22.2g', 'Saturates': '4.0g', 'Sugars': '1.5g', 'Salt': '0.8g', 'Protein': '26.9g', 'Carbs': '2.6g', 'Fibre': '1.2g'}",yellowfin tuna sustainably sourced sesame sesame garlic ginger soy lemon sprig onion
https://www.jamieoliver.com/recipes/pork-recipes/winter-nights-chilli/,Winter nights chilli,12                                                                                                            ,6 hours                                                    ,"Not too tricky                                                    
","['20 g dried porcini mushrooms', '2 tablespoons fennel seeds', '2 tablespoons coriander seeds', '2 tablespoons smoked paprika', '1 butternut squash , (1.2kg)', 'olive oil', '1 kg higher-welfare pork belly , skin off, bone out', '1 kg brisket', '2 large onions', '150 ml balsamic vinegar', '2 x 400 g tins of cannellini beans , or chickpeas', '2 x 400 g tins of quality plum tomatoes', '4 mixed-colour peppers', '2–3 fresh red chillies', '1 bunch of fresh coriander , (30g)', 'SALSA', '1 red onion', '2 eating apples', '3 tablespoons cider vinegar', '3 tablespoons extra virgin olive oil']","{'Calories': '553', 'Fat': '28.5g', 'Saturates': '9.5g', 'Sugars': '19.9g', 'Salt': '0.9g', 'Protein': '40.4g', 'Carbs': '35.8g', 'Fibre': '7.3g'}",porcini mushroom paprika butternut squash pork belly out brisket onion cannellini bean chickpea plum tomato salsa onion eating apple
https://www.jamieoliver.com/recipes/lamb-recipes/shepherd-s-pie/,Shepherd's pie,8                                                                                                            ,6 hours 30 minutes plus cooling                                                    ,"Showing off                                                    
","['ROAST LAMB', '1 small shoulder of lamb, bone in (2kg)', 'olive oil', 'FILLING', '4 red onions', '4 carrots', '4 sticks of celery', '1 medium swede', 'a few sprigs of fresh rosemary', '1 heaped tablespoon plain flour', 'TOPPING, SIDES & BOTTOM', '2.5 kg Maris Piper potatoes', '2 good knobs of unsalted butter', '100 g Cheddar cheese', '2 sprigs of fresh rosemary', '60 g fresh breadcrumbs']","{'Calories': '508', 'Fat': '19.9g', 'Saturates': '9.9g', 'Sugars': '5.8g', 'Salt': '0.7g', 'Protein': '21.8g', 'Carbs': '64.2g', 'Fibre': '4.4g'}",lamb filling onion carrot celery swede sprig flour side bottom mari piper potato butter cheddar cheese sprig
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-kyiv/,Chicken Kyiv,4                                                                                                            ,1 hour 10 minutes plus chilling                                                    ,"Not too tricky                                                    
","['4 rashers of smoked streaky bacon', 'olive oil', '4 x 150 g skinless chicken breasts , (I got mine from the butcher with the bone in, but either way is fine)', '3 tablespoons plain flour', '2 large free-range eggs', '150 g fresh breadcrumbs', 'sunflower oil', '2 large handfuls of baby spinach , or rocket', '2 lemons', 'BUTTER', '4 cloves of garlic', '½ a bunch of fresh flat-leaf parsley (15g)', '4 knobs of unsalted butter , (at room temperature)', '1 pinch of cayenne pepper', 'BROCCOLI MASH', '800 g Maris Piper potatoes', '1 head of broccoli', '1 knob of unsalted butter']","{'Calories': '878', 'Fat': '12.2g', 'Saturates': '4.7g', 'Sugars': '10.3g', 'Protein': '55.5g', 'Carbs': '49.7g'}",bacon chicken breast got mine butcher but either way is flour egg sunflower spinach lemon butter garlic butter broccoli mash mari piper potato broccoli butter
https://www.jamieoliver.com/recipes/beef-recipes/next-level-steak-onion-sandwich/,Next-level steak & onion sandwich,4                                                                                                            ,50 minutes                                                    ,"Super easy                                                    
","['400 g flank skirt steak or bavette', '2 large onions', '20 g unsalted butter', 'olive oil', '70 g dark brown sugar', '125 ml red wine vinegar', '1 ciabatta loaf', 'extra virgin olive oil', 'English mustard , optional', '1 handful of watercress']","{'Calories': '553', 'Fat': '22.3g', 'Saturates': '7.5g', 'Sugars': '24.9g', 'Salt': '1.6g', 'Protein': '31g', 'Carbs': '60g', 'Fibre': '3.6g'}",flank skirt steak bavette onion butter sugar wine ciabatta
https://www.jamieoliver.com/recipes/pasta-recipes/lobster-mac-n-cheese/,Lobster mac 'n' cheese,6                                                                                                            ,2 hours                                                    ,"Showing off                                                    
","['1 x 1.5 kg whole live lobster , (or 2 small ones)', '2 onions', '4 cloves of garlic', '50 g unsalted butter', '1 small pinch of saffron', '½ teaspoon cayenne pepper', '2 anchovy fillets', '200 ml white Burgundy , such as Pouilly-Fuissé', '50 g plain flour', '1.1 litres semi-skimmed milk', '2 teaspoons English mustard', '400 g dried amori pasta , or macaroni', '70 g mature Cheddar cheese', '70 g Gruyère cheese', '70 g Parmesan cheese']","{'Calories': '849', 'Fat': '25.7g', 'Saturates': '13.9g', 'Sugars': '15.5g', 'Protein': '43.7g', 'Carbs': '112.5g'}",live lobster onion garlic butter saffron anchovy fillet burgundy pouilly flour semi skimmed milk amori pasta macaroni mature cheddar cheese cheese parmesan cheese
https://www.jamieoliver.com/recipes/pasta-recipes/bolognese-ravioli/,Bolognese ravioli,8                                                                                                            ,2 hours 30 minutes plus cooling                                                    ,"Showing off                                                    
","['FILLING', '400 g higher-welfare minced pork', '400 g higher-welfare minced veal , or beef', 'olive oil', '2 cloves of garlic', '2 onions', '2 carrots', '2 sticks of celery', '200 ml Chianti Classico', '2 x 400 g tins of quality plum tomatoes', '100 g Parmesan cheese , plus extra to serve', 'PASTA', '1 x Royal pasta dough', 'fine semolina', 'SAUCE', '4 cloves of garlic', '1-2 fresh red chillies', '3 x 400 g tins of quality plum tomatoes', 'a few sprigs of fresh basil']","{'Calories': '650', 'Fat': '27.0g', 'Saturates': '8.9g', 'Sugars': '12.0g', 'Salt': '1.4g', 'Protein': '41.5g', 'Carbs': '57.9g', 'Fibre': '4.9g'}",filling minced pork minced veal beef garlic onion carrot celery chianti classico plum tomato parmesan cheese pasta royal pasta dough semolina garlic plum tomato sprig basil
https://www.jamieoliver.com/recipes/beef-recipes/insanity-burger/,Insanity burger,4                                                                                                            ,35 minutes plus chilling                                                    ,"Showing off                                                    
","['800 g higher-welfare minced chuck steak', 'olive oil', '1 large red onion', '1 splash of white wine vinegar', '2 large gherkins', '4 sesame-topped brioche burger buns', '4-8 rashers of higher-welfare smoked streaky bacon', '4 teaspoons American mustard', 'Tabasco Chipotle sauce', '4 thin slices of Red Leicester cheese', '4 teaspoons tomato ketchup', 'BURGER SAUCE', '¼ of an iceberg lettuce', '2 heaped tablespoons free-range mayo', '1 heaped tablespoon tomato ketchup', '1 teaspoon Tabasco Chipotle sauce', '1 teaspoon Worcestershire sauce', '1 teaspoon brandy , or bourbon (optional)']","{'Calories': '694', 'Fat': '38.1g', 'Saturates': '14.5g', 'Sugars': '8.0g', 'Salt': '3.6g', 'Protein': '50.1g', 'Carbs': '37.3g'}",minced chuck steak onion wine gherkin sesame topped brioche burger bun bacon american tabasco chipotle leicester cheese tomato burger an iceberg lettuce mayo tomato tabasco chipotle brandy bourbon
https://www.jamieoliver.com/recipes/vegetables-recipes/puy-lentil-parsnip-walnut-salad/,"Puy lentil, parsnip & walnut salad",8                                                                                                            ,1 hour 25 minutes                                                    ,"Super easy                                                    
","['6 parnsips', '1 litre vegetable stock', '250 g puy lentils', '1 bay leaf', '50 g walnuts', '2 tbsp olive oil', 'For the dressing:', '3 tbsp walnut oil', '1 tbsp red wine vinegar', '2 tsp runny honey', '1/2 tsp Dijon mustard', '1 shallot', '1/2 clove of garlic', 'a large bunch of watercress , or rocket leaves', 'a few shavings of vegetarian hard cheese , to serve']","{'Calories': '294', 'Fat': '14.7g', 'Saturates': '1.8g', 'Sugars': '9.5g', 'Salt': '0.6g', 'Protein': '10.6g', 'Carbs': '33.8g', 'Fibre': '6.9g'}",parnsips vegetable stock puy lentil walnut walnut wine tsp honey tsp shallot garlic shaving vegetarian hard cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-beetroot-carpaccio/,Vegan beetroot Carpaccio,8                                                                                                            ,1 hour 10 minutes                                                    ,"Super easy                                                    
","['8 medium beetroots , a mixture of colours looks wonderful', '2 lemons', '½ a bunch of fresh dill , (15g)', '1 red onion', '2 teaspoons caster sugar', '2 tablespoons olive oil', '1 tablespoon capers , drained and rinsed']","{'Calories': '60', 'Fat': '3g', 'Saturates': '0g', 'Sugars': '6g', 'Protein': '1g', 'Carbs': '6g'}",beetroot mixture look wonderful lemon onion caster sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-mushroom-chestnut-cranberry-tart/,"Vegan mushroom, chestnut & cranberry tart",8                                                                                                            ,2 hours 35 minutes                                                    ,"Not too tricky                                                    
","['230 g gluten-free plain flour', '½ teaspoon xanthan gum', '60 g dairy-free margarine', '60 g vegetable shortening', 'Filling:', '1 large onion', '2 cloves of garlic', '5-6 carrots , (450g)', '250 g chestnut mushrooms', '360 g peeled chestnuts', 'olive oil', '1 teaspoon dried thyme', '225 g soya cream cheese', '250 g wild mushrooms', '½ a bunch of fresh flat-leaf parsley , (15g)', '2 tablespoons garlic oil', '2 tablespoons dried cranberries', 'Redcurrant gravy:', '1 tablespoon walnut oil , or garlic oil', '1 tablespoon redcurrant jelly', '300 ml hot vegetable stock', '1 heaped tablespoon cornflour , mixed with 2 tbsp water', 'Roast potatoes:', '2.5 kg floury potatoes', 'groundnut oil , or olive oil']","{'Calories': '760', 'Fat': '41g', 'Saturates': '7g', 'Sugars': '12g', 'Protein': '13g', 'Carbs': '104g'}",gluten flour xanthan gum dairy margarine vegetable onion garlic carrot mushroom soya cream cheese mushroom garlic cranberry redcurrant walnut garlic redcurrant jelly vegetable stock cornflour floury potato
https://www.jamieoliver.com/recipes/pork-recipes/gluten-free-parsnip-pork-apple-stuffing/,"Gluten-free parsnip, pork & apple stuffing",12                                                                                                            ,1 hour 45 minutes                                                    ,"Super easy                                                    
","['olive oil', '2 onions', 'a few sprigs of fresh sage', '4 parsnips', '2 eating apples', '1 splash of cider', '8 gluten-free sausages', '200 g gluten-free bread', '1 large free-range egg', '1 lemon']","{'Calories': '236', 'Fat': '13.5g', 'Saturates': '4.4g', 'Sugars': '6.9g', 'Protein': '9.3g', 'Carbs': '17.2g'}",onion sprig parsnip eating apple gluten sausage gluten bread egg lemon
https://www.jamieoliver.com/recipes/vegetables-recipes/vegetarian-nut-roast/,Vegetarian nut roast,4                                                                                                            ,1 hour 10 minutes                                                    ,"Not too tricky                                                    
","['50 g shelled pistachios', '50 g linseed', '50 g sunflower seeds', '100 g chestnut purée', '50 g gluten-free vegetarian suet', '1 tablespoon maple syrup', 'gluten-free flour , for dusting', 'BLUE CHEESE TOPPING', '400 g sweet potato', 'rapeseed oil', '20 g unsalted butter', '250 g chestnut mushrooms', '100 g crème fraîche', '1 good pinch of ground nutmeg', '75 g Dorset Blue Vinny , or vegetarian blue cheese', '1 teaspoon linseed', '1 teaspoon shelled pistachios', '1 teaspoon sunflower seeds']","{'Calories': '663', 'Fat': '45.9g', 'Saturates': '19g', 'Sugars': '13.8g', 'Protein': '15.2g', 'Carbs': '44g'}",pistachio linseed sunflower puree gluten vegetarian suet maple syrup gluten flour blue cheese topping potato rapeseed butter mushroom creme fraiche dorset blue vinny vegetarian blue cheese linseed pistachio sunflower
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-nut-roast/,Vegan nut roast,4                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['50 g pine nuts , plus extra for decorating', '50 g linseed', '50 g sunflower seeds', '100 g unsweetened chestnut purée', '50 g gluten-free vegetarian suet', '1 tablespoon maple syrup', 'gluten-free flour , for dusting', 'Spinach topping:', '300 g chestnut mushrooms', 'rapeseed oil', '260 g baby leaf spinach , or frozen chopped spinach', '1 teaspoon cracked black pepper', '1 ripe avocado', '100 g silken tofu', '1 pinch of ground nutmeg', '1 squeeze of lemon juice', '¼ of a sweet potato', 'olive oil']","{'Calories': '652', 'Fat': '47.2g', 'Saturates': '9.7g', 'Sugars': '10.8g', 'Protein': '13.8g', 'Carbs': '35.1g'}",decorating linseed sunflower puree gluten vegetarian suet maple syrup gluten flour spinach mushroom rapeseed spinach spinach cracked avocado silken tofu squeeze lemon potato
https://www.jamieoliver.com/recipes/cheese-recipes/bumble-o/,Bumble-O,8                                                                                                            ,1 hour 10 minutes                                                    ,"Super easy                                                    
","['1 red pepper', '1 red onion', 'rapeseed oil', '100 g polenta', '80 g sorghum flour , (see tip)', '40 g buckwheat flour', '2½ tsp gluten-free baking powder', '½ tsp black onion seeds', '45 g capers', '2 large free-range eggs', '150 ml whole milk', '150 g corn oil', 'Topping:', '160 g onion marmalade , or sweet onion chutney', '230 g mature cheddar cheese', '75 g blue cheese', '1 tsp dried basil']","{'Calories': '526', 'Fat': '37.3g', 'Saturates': '11.8g', 'Sugars': '11.9g', 'Protein': '14.7g', 'Carbs': '32.4g'}",onion rapeseed polenta sorghum flour buckwheat flour tsp gluten tsp onion egg milk onion marmalade onion chutney mature cheddar cheese blue cheese tsp basil
https://www.jamieoliver.com/recipes/bread-recipes/gluten-free-pizza/,Gluten-free pizza,4                                                                                                            ,45 minutes plus proving                                                    ,"Not too tricky                                                    
","['250 ml semi-skimmed milk', '1 x 7 g sachet of dried yeast', '2½ teaspoons caster sugar', '400 g gluten-free bread flour , plus extra for dusting', '1 teaspoon xanthan gum', '1 teaspoon fine sea salt', '1 large free-range egg', 'olive oil', '½ teaspoon bicarbonate of soda', '2 teaspoons cider vinegar', 'TOPPING', '½ a bunch of fresh basil , (15g)', '1 clove of garlic', '1 x 400 g tin of plum tomatoes', '2 x 125 g balls of buffalo mozzarella']","{'Calories': '683', 'Fat': '26.7g', 'Saturates': '11.4g', 'Sugars': '9g', 'Salt': '2.0g', 'Protein': '22.2g', 'Carbs': '89.5g', 'Fibre': '1.9g'}",semi skimmed milk sachet yeast caster sugar gluten bread flour xanthan gum egg bicarbonate soda topping basil garlic plum tomato ball buffalo mozzarella
